rank,title,rating,release_year
15,Noah,2.56,2014
16,You Don't Mess with the Zohan,2.44,2008
17,Friday the 13th: The Final Chapter,3.10,1984
18,Crush,3.05,2022
19,The Sisterhood of the Traveling Pants,3.36,2005
20,Nebraska,3.96,2013
21,A Charlie Brown Christmas,4.23,1965
22,A Scanner Darkly,3.58,2006
23,The White Ribbon,4.21,2009
24,The Book of Eli,3.23,2010
25,Cloudy with a Chance of Meatballs 2,2.88,2013
26,Pain & Gain,3.04,2013
27,Turbo,2.57,2013
28,25th Hour,3.86,2002
29,Disenchanted,2.32,2022
30,Halloweentown,3.15,1998
31,The Philadelphia Story,4.00,1940
32,The Witches of Eastwick,3.33,1987
33,The Devils,4.21,1971
34,Tootsie,3.74,1982
35,A Monster Calls,3.69,2016
36,Child's Play 2,3.22,1990
37,Once,3.88,2007
38,The Mummy,1.89,2017
39,The Hate U Give,3.71,2018
40,Boy,4.05,2010
41,Phone Booth,3.31,2002
42,Days of Being Wild,3.83,1990
43,The Kid,4.21,1921
44,The Raid 2,4.03,2014
45,Whip It,3.61,2009
46,Gnomeo & Juliet,2.76,2011
47,King Kong,3.86,1933
48,Moxie,2.82,2021
49,Summer of 85,3.47,2020
50,The Hunt for Red October,3.75,1990
51,The Fundamentals of Caring,3.48,2016
52,The Brood,3.60,1979
53,Truth or Dare,1.93,2018
54,Someone Great,3.14,2019
55,The Kings of Summer,3.51,2013
56,Pom Poko,3.68,1994
57,The Conformist,4.18,1970
58,"Yes, God, Yes",2.93,2019
59,The House of the Devil,3.33,2009
60,101 Dalmatians,2.85,1996
61,I Used to Be Funny,3.47,2023
62,Crash,2.97,2004
63,Charlie's Angels,2.52,2019
64,Hotel Transylvania 3: Summer Vacation,2.60,2018
65,The Mule,3.30,2018
66,Jules and Jim,3.94,1962
67,Across the Universe,3.47,2007
68,Duel,3.81,1971
69,Water Lilies,3.53,2007
70,Rocky Balboa,3.47,2006
71,21,3.06,2008
72,Repo Man,3.74,1984
1,Milk,3.77,2008
2,Guns Akimbo,2.77,2019
3,The Hills Have Eyes,3.10,1977
4,The Invisible Guest,3.90,2016
5,Fish Tank,3.83,2009
6,Witness for the Prosecution,4.36,1957
7,The Cloverfield Paradox,2.26,2018
8,A Time to Kill,3.71,1996
9,The Passion of the Christ,3.39,2004
10,The Second Mother,4.14,2015
11,Meshes of the Afternoon,4.26,1943
12,Romy and Michele's High School Reunion,3.54,1997
13,The Lion King II: Simba's Pride,3.06,1998
14,Cobweb,2.73,2023
15,The Face of Another,4.23,1966
16,The Cable Guy,3.06,1996
17,The Expendables,2.72,2010
18,"Angus, Thongs and Perfect Snogging",3.33,2008
19,Strange Days,3.81,1995
20,Blow,3.50,2001
21,Fried Green Tomatoes,3.90,1991
22,Senior Year,2.13,2022
23,Back to Black,2.49,2024
24,The Woman in Black,2.87,2012
25,Friday the 13th Part III,2.70,1982
26,Memoirs of a Geisha,3.53,2005
27,L'Avventura,4.08,1960
28,Still Walking,4.32,2008
29,Spy Kids 3-D: Game Over,2.45,2003
30,Near Dark,3.53,1987
31,The Crow,2.15,2024
32,The Sword in the Stone,3.41,1963
33,Blades of Glory,3.05,2007
34,Hero,3.97,2002
35,Strange World,2.82,2022
36,Billy Madison,3.01,1995
37,The Perfection,2.88,2018
38,Winnie the Pooh: Blood and Honey,1.08,2023
39,Harold & Kumar Go to White Castle,3.34,2004
40,The Souvenir,3.48,2019
41,Midnight Run,3.84,1988
42,The Diary of a Teenage Girl,3.52,2015
43,Migration,3.10,2023
44,Cry-Baby,3.29,1990
45,The Boondock Saints,3.39,1999
46,Selma,3.79,2014
47,King Arthur: Legend of the Sword,2.81,2017
48,Mistress America,3.69,2015
49,The Little Prince,3.83,2015
50,The Devil's Backbone,3.83,2001
51,Stay,3.46,2005
52,Rampage,2.37,2018
53,Trolls Band Together,3.18,2023
54,The Voyeurs,2.66,2021
55,The Guest,3.43,2014
56,The Descendants,3.60,2011
57,Hard Boiled,4.16,1992
58,Beginners,3.94,2010
59,Insidious: Chapter 3,2.57,2015
60,Star Wars: The Clone Wars,2.85,2008
61,Escape Room: Tournament of Champions,2.65,2021
62,The Hunger,3.57,1983
63,Inferno,3.46,1980
64,Evangelion: 3.0+1.0 Thrice Upon a Time,4.27,2021
65,Blue Ruin,3.73,2013
66,The Lost City of Z,3.41,2016
67,#Alive,3.07,2020
68,Black Mirror: Nosedive,3.80,2016
69,Fly Me to the Moon,3.13,2024
70,The Wolf House,4.12,2018
71,Antz,2.81,1998
72,Michael Clayton,3.81,2007
1,Waking Life,3.89,2001
2,Irma Vep,3.92,1996
3,A Nightmare on Elm Street,2.10,2010
4,Dear Zachary: A Letter to a Son About His Father,4.35,2008
5,Best in Show,3.87,2000
6,Exhuma,3.58,2024
7,The Treasure of the Sierra Madre,4.29,1948
8,What If,3.24,2013
9,American Pie 2,2.91,2001
10,Sanctuary,3.44,2022
11,I Killed My Mother,3.84,2009
12,Everest,3.21,2015
13,Angels & Demons,3.08,2009
14,The Girl Who Leapt Through Time,3.86,2006
15,She Said,3.55,2022
16,Late Spring,4.33,1949
17,The Bridges of Madison County,4.04,1995
18,Hotel Rwanda,3.83,2004
19,Somewhere,3.39,2010
20,I See You,3.17,2019
21,Wolfs,3.05,2024
22,Ouija: Origin of Evil,2.83,2016
23,Love Hard,2.48,2021
24,Escape from Alcatraz,3.78,1979
25,Fair Play,3.16,2023
26,The Internship,2.79,2013
27,Killing Them Softly,3.30,2012
28,Phenomena,3.62,1985
29,Happy as Lazzaro,4.02,2018
30,The Reader,3.59,2008
31,A Hard Day's Night,3.84,1964
32,"Legally Blonde 2: Red, White & Blonde",2.74,2003
33,Predator 2,2.86,1990
34,A Fish Called Wanda,3.76,1988
35,Black Mirror: White Christmas,4.20,2014
36,Dumbo,2.57,2019
37,The Dark Crystal,3.68,1982
38,Jumper,2.62,2008
39,NANA,4.53,2006
40,Dogma,3.51,1999
41,A Man Escaped,4.35,1956
42,An Elephant Sitting Still,4.34,2018
43,Talk to Her,3.89,2002
44,Breaking the Waves,4.13,1996
45,"Honey, I Shrunk the Kids",3.17,1989
46,Teenage Mutant Ninja Turtles,2.38,2014
47,Burnt,3.04,2015
48,Step Up,3.09,2006
49,Elite Squad,3.96,2007
50,Layer Cake,3.50,2004
51,Funny Face,3.65,1957
52,A Taxi Driver,4.17,2017
53,Fatal Attraction,3.46,1987
54,Lara Croft: Tomb Raider,2.64,2001
55,Field of Dreams,3.61,1989
56,Black Mirror: Shut Up and Dance,4.11,2016
57,On the Silver Globe,4.03,1988
58,Equilibrium,3.29,2002
59,Valerie and Her Week of Wonders,3.52,1970
60,Birth,3.69,2004
61,The Invisible Man,3.87,1933
62,Two Weeks Notice,3.01,2002
63,Bedtime Stories,2.78,2008
64,Mystery Train,3.97,1989
65,The Tearsmith,1.52,2024
66,Battle of the Sexes,3.35,2017
67,Spy Kids 2: The Island of Lost Dreams,2.78,2002
68,Sound of Freedom,3.30,2023
69,Due Date,2.86,2010
70,Crank,3.24,2006
71,Being There,4.07,1979
72,Le Bonheur,4.12,1965
1,Cannibal Holocaust,2.69,1980
2,Tall Girl,1.32,2019
3,The English Patient,3.58,1996
4,Delicatessen,3.82,1991
5,La Strada,4.17,1954
6,Sunrise: A Song of Two Humans,4.20,1927
7,Sing Sing,4.26,2023
8,That's My Boy,2.39,2012
9,Fitzcarraldo,4.14,1982
10,Cruising,3.58,1980
11,Bad Teacher,2.40,2011
12,The Blackcoat's Daughter,3.20,2015
13,American Animals,3.66,2018
14,It's Kind of a Funny Story,3.28,2010
15,Causeway,3.43,2022
16,The Goldfinch,3.05,2019
17,Four Lions,3.88,2010
18,Blindspotting,4.09,2018
19,Lupin the Third: The Castle of Cagliostro,3.99,1979
20,The Mask of Zorro,3.37,1998
21,Assault on Precinct 13,3.81,1976
22,The Poughkeepsie Tapes,2.64,2007
23,The Grudge,2.81,2004
24,The Vast of Night,3.54,2019
25,What's Your Number?,2.91,2011
26,The First Purge,2.44,2018
27,Tenebre,3.74,1982
28,WHAT DID JACK DO?,3.32,2017
29,EuroTrip,2.99,2004
30,Walk Hard: The Dewey Cox Story,3.70,2007
31,Opening Night,4.27,1977
32,Peter Pan,3.46,2003
33,Richard Jewell,3.59,2019
34,Day of the Dead,3.77,1985
35,The Dead Zone,3.53,1983
36,Infernal Affairs,4.02,2002
37,This Is England,4.07,2006
38,The Man Who Shot Liberty Valance,4.26,1962
39,Daisy Jones & the Six,4.13,2023
40,The Big Sleep,3.97,1946
41,Jason Bourne,2.92,2016
42,Cat People,3.67,1942
43,Watching the Detectives,3.37,2007
44,Serendipity,3.23,2001
45,The Assistant,3.52,2019
46,The Texas Chainsaw Massacre,2.98,2003
47,Leave No Trace,3.75,2018
48,The Hills Have Eyes,3.01,2006
49,Saving Mr. Banks,3.50,2013
50,Don't Move,2.45,2024
51,One Night in Miami...,3.67,2020
52,Sicario: Day of the Soldado,3.22,2018
53,Black Narcissus,4.02,1947
54,Precious,3.65,2009
55,Mare of Easttown,4.21,2021
56,When They See Us,4.56,2019
57,In a Lonely Place,4.20,1950
58,Trainwreck,2.72,2015
59,Withnail & I,3.95,1987
60,The Muppet Movie,4.00,1979
61,The Lizzie McGuire Movie,3.23,2003
62,Boy Erased,3.31,2018
63,The BFG,2.71,2016
64,New Nightmare,3.34,1994
65,Heavenly Creatures,3.76,1994
66,The Slumber Party Massacre,3.01,1982
67,Journey to the Center of the Earth,2.68,2008
68,Helter Skelter,3.83,2012
69,"BARDO, False Chronicle of a Handful of Truths",3.50,2022
70,Halloween H20: 20 Years Later,2.82,1998
71,Salt,2.89,2010
72,Serial Mom,3.78,1994
1,Barb & Star Go to Vista Del Mar,3.47,2021
2,Unbroken,3.50,2014
3,El Conde,3.13,2023
4,Tron,3.18,1982
5,Good Morning,4.19,1959
6,Team America: World Police,3.47,2004
7,Fyre,3.33,2019
8,Tully,3.59,2018
9,The Outfit,3.54,2022
10,War Horse,3.33,2011
11,About a Boy,3.51,2002
12,Neighbors 2: Sorority Rising,2.49,2016
13,Leap Year,2.97,2010
14,Child's Play,2.52,2019
15,Terminator Genisys,2.20,2015
16,Planet of the Apes,2.29,2001
17,"Night Is Short, Walk On Girl",4.18,2017
18,Rocky V,2.44,1990
19,The Waterboy,2.87,1998
20,Assassination Nation,3.01,2018
21,Can You Ever Forgive Me?,3.65,2018
22,Hunger,4.02,2008
23,Colossal,3.17,2016
24,Halloween 4: The Return of Michael Myers,2.78,1988
25,Queen & Slim,3.69,2019
26,Eden Lake,3.24,2008
27,Terminator Salvation,2.56,2009
28,The Way He Looks,3.90,2014
29,Häxan,4.01,1922
30,Goosebumps,2.79,2015
31,Society,3.46,1989
32,The Longest Yard,3.03,2005
33,Lady Snowblood,4.07,1973
34,Frida,3.64,2002
35,The Invitation,2.17,2022
36,Freedom Writers,3.62,2007
37,Three Identical Strangers,3.71,2018
38,Leaving Las Vegas,3.75,1995
39,The Man Who Wasn't There,3.92,2001
40,Pather Panchali,4.31,1955
41,Vengeance,3.41,2022
42,Mr. Bean's Holiday,3.25,2007
43,Bright,2.29,2017
44,Isn't It Romantic,2.39,2019
45,I Want to Eat Your Pancreas,3.86,2018
46,Children of the Corn,2.70,1984
47,The Wild Bunch,4.09,1969
48,The Final Girls,3.17,2015
49,Bridget Jones's Baby,2.94,2016
50,Seconds,4.13,1966
51,Ender's Game,2.78,2013
52,Hanna,3.37,2011
53,The Blob,3.62,1988
54,Pacific Rim: Uprising,2.19,2018
55,Bad Trip,3.26,2021
56,The Hot Chick,2.62,2002
57,Creature from the Black Lagoon,3.54,1954
58,Laurence Anyways,4.03,2012
59,Nanny McPhee,3.24,2005
60,Anima,3.96,2019
61,Coyote Ugly,3.03,2000
62,Last Year at Marienbad,4.10,1961
63,All the Beauty and the Bloodshed,4.20,2022
64,The Man from Earth,3.75,2007
65,The Blackening,3.10,2022
66,The Nightingale,3.72,2018
67,Fifty Shades Darker,1.93,2017
68,In the Name of the Father,4.14,1993
69,Just Mercy,3.81,2019
70,21 Grams,3.72,2003
71,Smiley Face,3.53,2007
72,Predators,2.87,2010
1,Stagecoach,3.97,1939
2,The Sadness,3.16,2021
3,Jupiter Ascending,2.03,2015
4,Knight of Cups,3.28,2015
5,Certified Copy,4.09,2010
6,Au Hasard Balthazar,4.08,1966
7,Alphaville,3.69,1965
8,Return to Seoul,3.65,2022
9,Gonjiam: Haunted Asylum,3.33,2018
10,Snowden,3.25,2016
11,Knowing,2.67,2009
12,To Live and Die in L.A.,4.00,1985
13,The Art of Self-Defense,3.56,2019
14,Apostle,3.10,2018
15,Boys Don't Cry,3.68,1999
16,Threads,4.14,1984
17,A Good Person,3.43,2023
18,The Red Turtle,3.87,2016
19,The Beatles: Get Back,4.53,2021
20,Thelma,3.75,2024
21,A Room with a View,3.70,1986
22,Jane Eyre,3.62,2011
23,Youth,3.72,2015
24,Before the Devil Knows You're Dead,3.73,2007
25,Won't You Be My Neighbor?,4.18,2018
26,Winter Light,4.24,1963
27,Haunt,2.89,2019
28,All Quiet on the Western Front,4.15,1930
29,Rio 2,2.76,2014
30,The Heat,3.03,2013
31,Plus One,3.42,2019
32,Showing Up,3.53,2022
33,Trading Places,3.63,1983
34,The Wedding Planner,2.62,2001
35,Borderlands,1.55,2024
36,Klute,3.84,1971
37,Elle,3.71,2016
38,Mary Queen of Scots,3.06,2018
39,Mickey 17,No rating,2025
40,The Outrun,3.65,2024
41,Jack and Jill,1.45,2011
42,In the Heat of the Night,4.03,1967
43,Why Him?,2.62,2016
44,The Sweet East,3.49,2023
45,Hot Tub Time Machine,2.79,2010
46,The Innocents,4.12,1961
47,My Fault,2.31,2023
48,This Is 40,2.90,2012
49,Pleasure,3.39,2021
50,Greenland,2.90,2020
51,Daddy's Home,2.70,2015
52,On the Beach at Night Alone,3.76,2017
53,Sierra Burgess Is a Loser,1.55,2018
54,Ugetsu,4.26,1953
55,Ritual,4.24,2000
56,"To Wong Foo, Thanks for Everything! Julie Newmar",3.91,1995
57,The Sisters Brothers,3.56,2018
58,Stranger Than Paradise,3.89,1984
59,What Happens in Vegas,2.64,2008
60,Upstream Color,3.61,2013
61,Operation Fortune: Ruse de Guerre,2.71,2023
62,Pee-wee's Big Adventure,3.49,1985
63,Wet Hot American Summer,3.53,2001
64,The Illusionist,3.41,2006
65,365 Days,1.06,2020
66,Bad Moms,2.81,2016
67,Down by Law,4.07,1986
68,"The Adventures of Priscilla, Queen of the Desert",3.90,1994
69,Shithouse,3.76,2020
70,Vortex,3.95,2021
71,The Land Before Time,3.71,1988
72,Censor,3.18,2021
1,Maniac,3.93,2018
2,Princess Protection Program,2.94,2009
3,RED,3.08,2010
4,Winter's Bone,3.54,2010
5,Army of Shadows,4.34,1969
6,Friday the 13th Part VI: Jason Lives,3.19,1986
7,Ghostland,3.12,2018
8,Vampyr,3.80,1932
9,The Last Emperor,3.90,1987
10,Ordinary People,4.00,1980
11,Assassin's Creed,1.98,2016
12,Prince of Persia: The Sands of Time,2.51,2010
13,Taylor Swift: Reputation Stadium Tour,4.47,2018
14,The Kissing Booth 3,1.27,2021
15,Ali: Fear Eats the Soul,4.18,1974
16,Scrooged,3.33,1988
17,Bad Education,3.65,2019
18,Hour of the Wolf,4.00,1968
19,Ace Ventura: When Nature Calls,3.01,1995
20,Superman Returns,2.62,2006
21,Serial Experiments Lain,4.41,1998
22,Folklore: The Long Pond Studio Sessions,4.47,2020
23,Falling for Christmas,2.06,2022
24,Little Fish,4.01,2020
25,Wild,3.62,2014
26,The Ides of March,3.37,2011
27,Altered States,3.67,1980
28,Black Mirror: Hang the DJ,3.97,2017
29,Free Fire,3.17,2016
30,Legends of the Fall,3.49,1994
31,Mr. Peabody & Sherman,3.16,2014
32,Pickpocket,3.95,1959
33,Barbie in the 12 Dancing Princesses,3.95,2006
34,Incoming,2.23,2024
35,The Gold Rush,4.14,1925
36,Super Dark Times,3.49,2017
37,Shallow Hal,2.52,2001
38,The Many Saints of Newark,2.84,2021
39,Creepshow,3.54,1982
40,F for Fake,4.19,1973
41,Carnage,3.59,2011
42,Nimic,3.42,2019
43,I Don't Feel at Home in This World Anymore,3.43,2017
44,Thesis,3.85,1996
45,Underworld,3.09,2003
46,Laura,4.04,1944
47,Juror #2,3.50,2024
48,After Life,4.15,1998
49,Holy Spider,3.61,2022
50,Capote,3.71,2005
51,King of New York,3.79,1990
52,Seed of Chucky,2.61,2004
53,A Woman Is a Woman,3.88,1961
54,Rush Hour 3,2.92,2007
55,Mississippi Burning,3.89,1988
56,Shallow Grave,3.77,1994
57,Malena,3.58,2000
58,Ghosted,2.13,2023
59,The Human Condition I: No Greater Love,4.51,1959
60,Agatha All Along,3.88,2024
61,The Ascent,4.40,1977
62,Godzilla,2.22,1998
63,The Beach Bum,3.31,2019
64,Angst,3.74,1983
65,How to Be Single,2.78,2016
66,Just My Luck,2.84,2006
67,The Last Dance,4.44,2020
68,High Noon,3.98,1952
69,Déjà Vu,3.39,2006
70,Unsane,3.27,2018
71,Leo,3.01,2023
72,Maid,4.31,2021
1,Turtles All the Way Down,3.30,2024
2,1922,2.82,2017
3,Fireworks,4.19,1997
4,Demolition Man,3.32,1993
5,Open Season,2.85,2006
6,Persuasion,2.35,2022
7,How the Grinch Stole Christmas!,3.88,1966
8,The Exorcist III,3.56,1990
9,We Bought a Zoo,3.14,2011
10,Batman: Under the Red Hood,3.91,2010
11,Animal House,3.45,1978
12,Better Days,4.03,2019
13,A Matter of Life and Death,4.24,1946
14,The Exterminating Angel,4.17,1962
15,Evan Almighty,2.41,2007
16,Wheel of Fortune and Fantasy,4.06,2021
17,Saving Face,3.98,2004
18,The Ugly Truth,2.56,2009
19,Caddo Lake,3.41,2024
20,Gemini Man,2.37,2019
21,The Man Who Fell to Earth,3.48,1976
22,Possum,3.17,2018
23,"I, Daniel Blake",4.02,2016
24,The Tenant,3.86,1976
25,The Haunting,3.78,1963
26,Salem's Lot,2.42,2024
27,The Dirt,3.16,2019
28,Power Rangers,2.50,2017
29,Purple Noon,4.00,1960
30,A Most Violent Year,3.55,2014
31,The Tourist,2.58,2010
32,Hotel Chevalier,3.59,2007
33,The Lone Ranger,2.63,2013
34,The Witches,3.41,1990
35,Just Like Heaven,3.12,2005
36,Invasion of the Body Snatchers,3.82,1956
37,The Double,3.57,2013
38,Diary of a Wimpy Kid: Dog Days,3.09,2012
39,Wrong Turn,2.79,2003
40,October Sky,3.70,1999
41,El Topo,3.77,1970
42,The Pacifier,2.60,2005
43,The Angry Birds Movie,2.59,2016
44,Doubt,3.92,2008
45,Bill & Ted Face the Music,2.98,2020
46,30 Days of Night,3.11,2007
47,Last Action Hero,3.39,1993
48,Insidious: The Last Key,2.46,2018
49,Clash of the Titans,2.44,2010
50,Certain Women,3.75,2016
51,Your Place or Mine,2.22,2023
52,The Panic in Needle Park,3.74,1971
53,The Cremator,4.26,1969
54,Elevator to the Gallows,4.09,1958
55,Die Another Day,2.50,2002
56,Knock Knock,1.97,2015
57,"Goodbye, Dragon Inn",3.98,2003
58,The Tinder Swindler,3.10,2022
59,Traffic,3.69,2000
60,Rio Bravo,4.17,1959
61,Shadow of a Doubt,3.95,1943
62,After Earth,1.69,2013
63,Law Abiding Citizen,3.34,2009
64,Ip Man,3.92,2008
65,The Vow,3.04,2012
66,Family Switch,2.38,2023
67,Shaolin Soccer,3.73,2001
68,Wall Street,3.59,1987
69,Empire of Light,3.06,2022
70,Paranormal Activity 2,2.59,2010
71,The Innocents,3.59,2021
72,The Hustle,2.49,2019
1,Polite Society,3.58,2023
2,The Strangers: Prey at Night,2.71,2018
3,Farewell My Concubine,4.32,1993
4,Amarcord,4.11,1973
5,The Curse of La Llorona,1.89,2019
6,A Serbian Film,1.83,2010
7,Black Mirror: The National Anthem,3.38,2011
8,The Boys in the Boat,3.29,2023
9,Noroi: The Curse,3.64,2005
10,Suicide Club,3.39,2001
11,An American in Paris,3.66,1951
12,The Map of Tiny Perfect Things,3.24,2021
13,Self Reliance,2.91,2023
14,Black Mirror: Fifteen Million Merits,3.72,2011
15,The School for Good and Evil,2.53,2022
16,The Quick and the Dead,3.43,1995
17,Scary Movie 4,2.24,2006
18,Black Mirror: USS Callister,3.81,2017
19,Fear,2.93,1996
20,Thank You for Smoking,3.65,2005
21,Stuck in Love,3.49,2012
22,Hellbound: Hellraiser II,3.24,1988
23,Candy,3.74,2006
24,"Spring, Summer, Fall, Winter... and Spring",4.20,2003
25,Knight and Day,2.79,2010
26,Being the Ricardos,2.97,2021
27,Antlers,2.66,2021
28,Tomorrow Never Dies,3.03,1997
29,Air Force One,3.21,1997
30,Fire Island,3.52,2022
31,Charlie's Angels: Full Throttle,2.84,2003
32,The Bucket List,3.28,2007
33,Mind Game,4.18,2004
34,Out of Sight,3.68,1998
35,Teenage Mutant Ninja Turtles,3.34,1990
36,Dinosaur,2.90,2000
37,Veronica,2.90,2017
38,Orlando,3.89,1992
39,The Golden Compass,2.64,2007
40,Inferno,2.61,2016
41,Toni Erdmann,3.96,2016
42,I Am Not Your Negro,4.18,2016
43,The Patriot,3.34,2000
44,Sweet Smell of Success,4.24,1957
45,The Rental,2.63,2020
46,Nick and Norah's Infinite Playlist,3.12,2008
47,Tinker Bell,3.34,2008
48,Caddyshack,3.38,1980
49,"Rome, Open City",4.16,1945
50,Alice Doesn't Live Here Anymore,3.80,1974
51,Black Mirror: White Bear,3.80,2013
52,Cool Runnings,3.51,1993
53,Seven Pounds,3.40,2008
54,Dear Evan Hansen,2.20,2021
55,Polytechnique,3.69,2009
56,Along Came Polly,2.82,2004
57,Broadcast News,4.00,1987
58,The Void,3.01,2016
59,Spirited,2.88,2022
60,The Endless,3.32,2017
61,"Dude, Where's My Car?",2.65,2000
62,"It's the Great Pumpkin, Charlie Brown",4.12,1966
63,Failure to Launch,2.50,2006
64,Blair Witch,2.38,2016
65,Control,3.90,2007
66,"Definitely, Maybe",3.30,2008
67,Band of Outsiders,3.91,1964
68,McCabe & Mrs. Miller,4.13,1971
69,Warcraft,2.49,2016
70,The Rules of the Game,4.08,1939
71,Lady Macbeth,3.46,2016
72,Half Nelson,3.60,2006
1,While We're Young,3.27,2014
2,Monty Python's The Meaning of Life,3.80,1983
3,The Wages of Fear,4.33,1953
4,Vox Lux,3.15,2018
5,Joint Security Area,4.14,2000
6,Hedwig and the Angry Inch,4.05,2001
7,Sans Soleil,4.21,1983
8,The 'Burbs,3.45,1989
9,Gaslight,4.01,1944
10,You Hurt My Feelings,3.36,2023
11,No Sudden Move,3.31,2021
12,An Education,3.55,2009
13,No Half Measures: Creating the Final Season of Breaking Bad,4.67,2013
14,The Shop Around the Corner,4.16,1940
15,My First Summer,3.84,2020
16,Greener Grass,3.56,2019
17,A Nightmare on Elm Street 4: The Dream Master,2.74,1988
18,Beasts of No Nation,3.93,2015
19,Sweet Home Alabama,2.82,2002
20,Nine to Five,3.84,1980
21,White Men Can't Jump,3.50,1992
22,Tenacious D in The Pick of Destiny,3.47,2006
23,Watchmen,4.26,2019
24,Fracture,3.34,2007
25,Mothers' Instinct,3.07,2024
26,Breakfast on Pluto,3.77,2005
27,The Breadwinner,4.06,2017
28,Café Society,3.12,2016
29,A Million Ways to Die in the West,2.40,2014
30,Drugstore Cowboy,3.69,1989
31,I Am Cuba,4.39,1964
32,Dirty Grandpa,2.31,2016
33,Side Effects,3.43,2013
34,The Book Thief,3.49,2013
35,Resident Evil: Apocalypse,2.59,2004
36,The Wind That Shakes the Barley,3.94,2006
37,"Me, Myself & Irene",3.08,2000
38,Jackass Number Two,3.51,2006
39,Quiz Lady,3.30,2023
40,Desperado,3.50,1995
41,Anger Management,2.81,2003
42,Steel Magnolias,3.76,1989
43,The Children's Hour,4.07,1961
44,Changeling,3.68,2008
45,The Cranes Are Flying,4.42,1957
46,"Good Luck to You, Leo Grande",3.63,2022
47,The New World,3.80,2005
48,Rumble Fish,3.80,1983
49,Cyberpunk: Edgerunners,4.29,2022
50,The Running Man,3.23,1987
51,Gosford Park,3.68,2001
52,The Firm,3.42,1993
53,Live Free or Die Hard,2.92,2007
54,Legend,3.13,1985
55,Zoolander 2,2.14,2016
56,Border,3.57,2018
57,Coffee and Cigarettes,3.74,2003
58,Biutiful,3.85,2010
59,Hostiles,3.54,2017
60,Taken 2,2.59,2012
61,Shōgun,4.42,2024
62,Cronos,3.42,1992
63,The Thing,2.73,2011
64,Son of Saul,4.09,2015
65,Hannah and Her Sisters,4.01,1986
66,La Ciénaga,3.88,2001
67,The Wave,3.63,2008
68,Starstruck,3.06,2010
69,Commando,3.39,1985
70,Cowboys & Aliens,2.32,2011
71,"4 Months, 3 Weeks and 2 Days",4.23,2007
72,Roald Dahl's The Witches,2.25,2020
1,Deepwater Horizon,3.39,2016
2,Kneecap,4.07,2024
3,Batman: The Killing Joke,2.81,2016
4,Slither,3.23,2006
5,The Spirit of the Beehive,4.16,1973
6,The Hidden Fortress,4.13,1958
7,Old School,3.18,2003
8,Witness,3.68,1985
9,Hellboy,2.04,2019
10,Mirror Mirror,2.81,2012
11,Song to Song,3.04,2017
12,Marry Me,2.52,2022
13,Mrs. Harris Goes to Paris,3.46,2022
14,Five Easy Pieces,3.89,1970
15,Mr. Popper's Penguins,2.60,2011
16,Yannick,3.75,2023
17,There's Still Tomorrow,4.13,2023
18,Brawl in Cell Block 99,3.71,2017
19,Conan the Barbarian,3.46,1982
20,The Chorus,3.97,2004
21,Secret Window,3.02,2004
22,How to Make Millions Before Grandma Dies,4.31,2024
23,Bill & Ted's Bogus Journey,3.30,1991
24,"The Boy, the Mole, the Fox and the Horse",3.63,2022
25,Olympus Has Fallen,2.77,2013
26,Scooby-Doo on Zombie Island,3.83,1998
27,Ju-on: The Grudge,3.39,2002
28,Day for Night,4.18,1973
29,The Producers,3.79,1967
30,Fright Night,2.99,2011
31,Skyscraper,2.28,2018
32,Don't Breathe 2,2.40,2021
33,Day Shift,2.63,2022
